Row Labels	Day 5- 23C (Silo 9)	Day 5- 29C (Silo 8)	Day 8- 23C (Silo 9)	Day 8- 29C (Silo 8)
CGI_10019584	497738752	598040265	752497143	649129263
CGI_10013122	388284491	757660418	522689681	823524060
CGI_10003566	487082982	709689311	631496561	663123135
CGI_10010003	642536126	814462037	484120611	549012672
CGI_10013805	1853021699	386864317	55251958	193597714
CGI_10019080	254929933	842366920	422552336	960937125
CGI_10012746	1883090880	231750750	98185820	267708867
CGI_10022749	146167432	1045733646	502387587	781472985
CGI_10014082	830913628	59179332	1505107168	58889376
CGI_10009069	358618936	769677567	496597332	825529459
CGI_10005258	397043021	845676821	409598621	794609299
CGI_10020015	269951811	867718309	459735051	848264978
CGI_10005023	251200903	825001882	458034697	908993443
CGI_10014961	382407200	801023644	448759960	810504558
CGI_10020146	322986141	812320068	524444022	781851610
CGI_10005420	228391571	992787576	368020794	849572114
CGI_10011080	30600534	1228001971	336549008	838530313
CGI_10015808	375736617	945794435	517068752	593059171
CGI_10013296	126374167	945240957	504249426	852724727
CGI_10018510	209964889	694820023	626261854	896525314
CGI_10012685	339857808	1421423940	239125874	426871769
CGI_10023427	303074765	905968198	491521696	725718948
CGI_10028115	157680490	1214858266	507195244	540066611
CGI_10006896	502813235	606190830	540021556	770554910
CGI_10000384	248918696	918974127	382171383	863152683
CGI_10011151	248918696	918974127	382171383	863152683
CGI_10017066	321548700	837234120	531795363	720077290
CGI_10021361	248243719	876785345	466309757	810849799
CGI_10014715	441116084	725937475	604754579	629413494
CGI_10028436	243296918	853153590	550722292	740279950
CGI_10005509	153988632	952966711	333993413	944087568
CGI_10007222	633567287	598928869	636138924	485494184
CGI_10028301	176414724	724824323	660405735	786329325
CGI_10023578	159513437	846544318	417643519	922821542
CGI_10028359	107945195	1007011591	302791187	924659207
CGI_10026893	295330245	860986678	386864988	790026529
CGI_10024151	292789688	774949377	390334653	869185312
CGI_10015804	502863390	631957215	601256978	585282611
CGI_10008551	221841410	843897358	447081379	803967754
CGI_10008933	212259129	858600782	499410644	742463979
CGI_10022530	318630930	833571705	549530160	606210964
CGI_10021688	211827007	662519046	468331165	962539463
CGI_10004060	271399990	728610010	415703706	888674883
CGI_10011253	388422580	734105777	580676739	596078458
CGI_10023724	445156237	693195457	506779268	650838542
CGI_10002661	263408399	693150365	631102412	702943066
CGI_10022651	280874342	747414040	577326794	682424516
CGI_10015156	333100443	684047737	544078321	724011477
CGI_10004435	350504524	188013367	204124313	1540043602
CGI_10019410	155251670	691049427	338425114	1095081034
CGI_10011426	99369028	96099085	854981282	1222908838
CGI_10023684	257397208	695749000	523794583	785725049
CGI_10014861	318006425	773943885	470018262	700283627
CGI_10002180	36840998	599353482	351960949	1271554301
CGI_10001718	483375189	618178077	467573400	690110073
CGI_10023359	884214431	48569502	1315640550	2602928
CGI_10021888	108470464	928157762	151736658	1052318227
CGI_10025924	102400526	1577746822	205279847	353462625
CGI_10011108	219313494	827289185	524683523	667478308
CGI_10002862	196927525	862925571	400726218	776368290
CGI_10011327	393452895	385820298	616844802	839836905
CGI_10012614	123337397	831635169	334539911	932788968
CGI_10014624	380865774	629374992	525988646	668787698
CGI_10002671	221799294	754928584	446984108	780678521
CGI_10012736	109943697	831134331	426727598	834322601
CGI_10008152	496372519	539956117	605105633	557213032
CGI_10023956	283218585	730370157	450269167	731510318
CGI_10003086	193059717	631109674	562355994	804642704
CGI_10021989	151028611	761185700	314906170	959440349
CGI_10017976	392794907	631051742	556559996	600428820
CGI_10017773	360928031	528964157	727131456	563343752
CGI_10020984	186130286	1039131845	335549427	610189280
CGI_10001808	473592003	844366818	497311719	351965568
CGI_10013486	326650255	797562913	475368004	559001815
CGI_10022387	270005882	857785806	351490118	674950405
CGI_10022388	270005882	857785806	351490118	674950405
CGI_10011587	364897431	690897933	464697460	632830193
CGI_10000462	162397643	764834170	479141221	738967154
CGI_10020575	401106506	715812890	500963126	513200806
CGI_10003331	1060273822	260615850	599068105	208673666
CGI_10016819	244367369	863371370	525074258	495188535
CGI_10027951	121467955	920936025	387027159	697345076
CGI_10008851	146487873	855568206	419942352	704623643
CGI_10003670	126804699	801620035	393313873	795683725
CGI_10006640	141510865	795267234	447572144	722020827
CGI_10012096	365703861	711979806	395729630	632195561
CGI_10016017	193202812	749387907	391848058	762095030
CGI_10028468	464070993	603249247	449841286	572687291
CGI_10013221	385022973	706673651	449596307	546279750
CGI_10008613	299814758	854388814	450837341	473340152
CGI_10027648	226890406	675932427	421085870	753366611
CGI_10006873	142996846	1166179598	759152727	226519
CGI_10000050	160216651	822913817	322384449	760443646
CGI_10010410	160216651	822913817	322384449	760443646
CGI_10004479	789686167	644000631	171943376	459261629
CGI_10026539	170133218	502090647	572415279	819515881
CGI_10016431	399422265	577791932	375877651	710001760
CGI_10017544	107189417	777104979	308791121	868784866
CGI_10019390	202002049	772803051	399792572	686971388
CGI_10006790	286139509	631296429	487039271	655267818
CGI_10024760	933813803	205412666	470223944	441786445
CGI_10023366	122124787	763691624	259224446	901299108
CGI_10012130	221370248	704121881	434790828	674908901
CGI_10011913	246279437	734955759	402716575	650435654
CGI_10000237	288316808	731924651	259708163	752296364
CGI_10010298	288316808	731924651	259708163	752296364
CGI_10017543	160610775	756555151	392008711	719744458
CGI_10002264	232185319	617849021	434616960	741165885
CGI_10016111	1744558250	417861	272928096	228886
CGI_10012072	218286069	867582762	623088396	305117457
CGI_10018508	176681384	1130702950	312833747	381606478
CGI_10007711	246149066	487445799	440377389	824202997
CGI_10016214	252076928	800282890	462259375	479633203
CGI_10017744	279734815	890457914	298674258	525309398
CGI_10001797	182371865	855954582	425655805	525255662
CGI_10007816	321699776	831442526	382897322	436932205
CGI_10021128	110095039	406321948	252167098	1203100653
CGI_10014337	308885375	749878977	342719037	569324264
CGI_10023200	10093	895168524	505321634	561709561
CGI_10028335	126933751	724050536	262178973	843006124
CGI_10023522	305718074	734506106	473559323	439799316
CGI_10007670	479023288	510994981	371625275	584523553
CGI_10011948	229005521	509428892	479408393	721851245
CGI_10020174	98241914	778210717	357146040	701946774
CGI_10011301	427466895	522029695	509215325	475050776
CGI_10021849	204966292	634238783	411091782	682057852
CGI_10004936	519544530	500598830	477283029	427120743
CGI_10020448	202702271	444792452	335898138	941138231
CGI_10022643	40698163	1105941752	126685039	645411268
CGI_10008895	276319727	648666633	342316190	650701795
CGI_10027395	148690820	854470306	306926783	604603158
CGI_10026448	267717102	655100467	382669570	608673496
CGI_10012585	140544727	773955359	410418739	585982643
CGI_10027967	341248403	604430252	372710367	591734069
CGI_10003696	284322114	658840092	447417405	516326472
CGI_10014929	206226583	564337714	460928940	675374327
CGI_10016244	325250618	576866668	303378880	696607638
CGI_10009798	433969134	389114748	620577428	443701145
CGI_10015501	392838428	625166717	444133826	421416325
CGI_10012635	257487403	605208408	351891217	666071579
CGI_10010359	208313769	672790425	388077975	610730002
CGI_10010423	215143961	633672119	507665938	498901903
CGI_10012002	117594068	599414495	382019998	754511621
CGI_10025095	59529685	843826587	282060716	665785656
CGI_10024026	176615762	563106831	438211319	671822547
CGI_10005254	529329963	348704914	399305945	571329812
CGI_10000124	173864793	719977584	265898216	681088090
CGI_10026720	209929660	608010965	499796245	522469551
CGI_10024818	148058499	675967336	282135045	729658396
CGI_10008757	207805367	558159852	430595705	635889133
CGI_10025760	156486908	693598468	418102085	562319498
CGI_10012127	230866430	565345898	506488519	527192824
CGI_10007499	240856242	526751916	329724310	728739393
CGI_10024803	1031662989	198926097	259035284	330656017
CGI_10014211	161869780	710217769	265883253	681017441
CGI_10017494	428630193	440111735	408543251	533416566
CGI_10007593	281437867	592091605	383861950	551279946
CGI_10008707	168633818	696094636	226643603	716955310
CGI_10015920	295192680	629853317	339010979	544049056
CGI_10018571	224495505	690146117	385407366	502714851
CGI_10018576	267058700	590221753	403840742	538302898
CGI_10014112	252835706	649209232	349849599	544593557
CGI_10012333	299989610	630042332	297990460	560112970
CGI_10016779	248209749	684507718	396146281	457451723
CGI_10006300	226341363	425326326	290400020	840406147
CGI_10011753	171423108	614008446	497805304	497389887
CGI_10027462	309598771	546597715	386960903	535212018
CGI_10021675	280056787	610434000	431880251	454635802
CGI_10014506	230570861	479379726	392999289	672420449
CGI_10027205	140818705	633688794	368264217	626425396
CGI_10016806	172774617	689890158	204820526	693610110
CGI_10011554	168900456	696474455	324996023	569964830
CGI_10022792	282645408	562403185	378647068	536481070
CGI_10026068	420243456	768853254	263065694	307665334
CGI_10016672	256552989	661881964	256473393	584779357
CGI_10011875	115013384	679767796	373246575	587275517
CGI_10020754	139621659	693377615	437471768	484616067
CGI_10000581	228542977	655278749	370062585	499649877
CGI_10023064	125083649	825393220	462785358	339917475
CGI_10016718	399617844	576979350	420629174	353992968
CGI_10023126	252900931	566540811	347470426	575162170
CGI_10025135	197329755	629102962	278328488	631618243
CGI_10016790	663991889	130416	218403	1069290051
CGI_10010858	266260984	570510161	353929494	540037940
CGI_10022071	113592683	626078439	430632777	549278950
CGI_10007860	21474992	985031347	28459594	681965781
CGI_10028147	221707111	612155454	345625941	534271492
CGI_10021682	130073623	822696686	474449591	282391136
CGI_10023905	149953211	1233647821	324248572	146873
CGI_10013974	285195491	486957115	504154788	424658292
CGI_10022793	80411115	657902390	391927628	567611649
CGI_10022184	620551010	368335603	378044239	330567188
CGI_10012419	112832978	442025000	518136853	623363148
CGI_10004785	265788484	557181743	353776031	518583659
CGI_10005338	265788484	557181743	353776031	518583659
CGI_10018345	97505631	514143582	314133457	768341685
CGI_10028125	605930716	293888468	79348951	714791214
CGI_10006874	274365638	495679582	479936778	434968119
CGI_10017401	527491420	539490538	309776200	307371577
CGI_10022239	291725340	486639091	414165426	491418397
CGI_10008947	149924921	643212253	597463547	291744057
CGI_10006472	229941582	582215535	277295759	589976959
CGI_10015076	261129243	473468306	412365038	531151689
CGI_10017640	93204996	639479775	281807399	660765884
CGI_10000268	372438512	447221715	429105292	425055521
CGI_10016534	207805263	523716169	593665377	347644669
CGI_10016196	267961543	500244307	375930360	525605993
CGI_10026413	267961543	500244307	375930360	525605993
CGI_10010450	248807857	476814307	395620664	542879262
CGI_10010029	186239062	718476878	221314158	537919067
CGI_10003665	177705615	500062664	346055679	636356502
CGI_10018525	209374118	492660265	397946689	560131641
CGI_10009178	296036036	502424317	418546118	438235175
CGI_10013697	120139309	563119866	389167055	581650818
CGI_10017503	169674302	544788950	144060097	792589221
CGI_10006989	174732232	664397053	238894980	572744578
CGI_10000220	188907944	528823860	416538714	513662740
CGI_10025938	18869260	11353663	567472946	1044964705
CGI_10010343	177047187	494907372	432719002	537939490
CGI_10017042	11065674	364066963	905594036	360018670
CGI_10020335	276796529	456317094	462080900	445181206
CGI_10024017	276796529	456317094	462080900	445181206
CGI_10010880	225441876	611933589	297564124	505213842
CGI_10004885	228913785	597441864	266346876	547323685
CGI_10006559	155439246	407426419	350493494	721698369
CGI_10015695	283955163	467006844	368107283	515448681
CGI_10022384	115402811	694310419	268151331	556169037
CGI_10022230	62455741	41553540	69594796	1456405855
CGI_10024245	172497987	549148552	562449416	345642003
CGI_10026072	259582856	465972716	395245863	503495440
CGI_10022091	247905969	639639741	262384589	473160601
CGI_10000893	211659185	498412123	312562539	600456582
CGI_10028873	338377	615399093	376047110	624928497
CGI_10025479	220065051	514778498	479818295	400921161
CGI_10014759	266651979	515345752	291665089	539027295
CGI_10025622	268063109	573717329	188903724	575836597
CGI_10001107	229046671	431529744	333995296	611195985
CGI_10012191	310962046	406935008	452742192	429391359
CGI_10013799	290684211	504862977	420917524	382297690
CGI_10008341	54486244	715377928	125212325	703166880
CGI_10006343	181504188	550308431	277265149	583282163
CGI_10002296	214455956	523259774	347437807	503847744
CGI_10000573	75711470	570078812	355048308	587445156
CGI_10006213	226949374	544923413	299524288	516379182
CGI_10017982	222136752	309164872	319473915	735700592
CGI_10013384	300528078	392912950	549477207	342543532
CGI_10028684	1332802893	70750494	49575	180493277
CGI_10004231	50882759	507753003	294676253	728410287
CGI_10023787	256089856	547393793	296325526	469421769
CGI_10021822	189173852	436216538	489663055	452501697
CGI_10016485	115063528	790805153	175357528	484836791
CGI_10009951	212228368	704544828	275259931	373709969
CGI_10005551	191718163	596684835	291500269	484541150
CGI_10025850	43967636	614252122	148942921	756818396
CGI_10004836	181674661	510137306	394255031	477596862
CGI_10025805	261222940	424109745	183541173	694359372
CGI_10010378	239078264	543345579	223482672	556656268
CGI_10004063	662621820	287321260	337660980	273518758
CGI_10026751	399117298	617905220	213528150	329505233
CGI_10013957	137069918	507705032	278449556	635815103
CGI_10006430	102759719	476704600	289571579	689950600
CGI_10003481	212140331	481457996	333401089	527959453
CGI_10010914	128129110	500100959	376808540	549327565
CGI_10007861	140954444	493949303	386803318	532391289
CGI_10000132	221277012	524734124	305375228	498891910
CGI_10021953	221277012	524734124	305375228	498891910
CGI_10017362	175980771	605730599	323757289	443385111
CGI_10013978	174800470	539362161	340116795	491720450
CGI_10002687	45879708	231766520	978712099	288106308
CGI_10004474	492299590	476770873	299926874	275149546
CGI_10018507	280919670	433971180	481752150	345031265
CGI_10004631	271918599	536202206	459197929	270679286
CGI_10014958	301712569	403262066	245245993	583953120
CGI_10015393	395811	647420292	79064544	801638731
CGI_10000611	77013082	558372733	314163665	577040857
CGI_10024074	226738093	376415998	343116226	580101217
CGI_10025345	161405857	424366759	379099689	560039445
CGI_10000405	274657468	373329353	399346278	470454766
CGI_10020262	325309848	334852830	135052720	720687515
CGI_10012019	263571128	415128850	322619999	513910664
CGI_10013568	179198184	506626567	413280062	414091323
CGI_10008015	270582249	514735213	453566237	265653840
CGI_10020477	304373717	352913597	444693653	402139226
CGI_10021716	169139760	308868259	521760281	500265095
CGI_10001875	121030078	525224991	234471124	609699962
CGI_10024361	107134033	493826559	401935693	482409798
CGI_10026004	162489831	426368576	401896600	484527345
CGI_10019389	241006804	340409086	366169750	525211137
CGI_10028182	626522727	211168260	465607994	167372183
CGI_10008964	163968637	363935384	345792807	585367558
CGI_10007216	275752854	317855915	469675543	389486573
CGI_10017915	141245592	610912967	247128829	453056671
CGI_10017600	279330286	404256680	322926385	444384271
CGI_10011808	132612849	416257062	239532644	661842293
CGI_10000789	597049319	428379435	260074303	156037532
CGI_10009514	165936303	478621894	356565699	439099313
CGI_10014547	158200024	491602656	273288477	515570283
CGI_10018075	123516628	519687268	191993608	600757029
CGI_10021231	289142919	386849110	406805858	351880466
CGI_10007225	175403274	387463611	266253689	603877522
CGI_10019827	280435828	391704990	239649564	519888377
CGI_10010550	58701062	619379900	213610816	539285664
CGI_10009645	209847687	514240371	173311955	532902114
CGI_10006935	110977438	452735685	359427579	502199339
CGI_10002881	116240112	413313197	324743024	567873398
CGI_10026183	174944201	649214841	187185389	409910532
CGI_10020890	185199225	400575016	434298063	398954312
CGI_10012056	100938779	508620344	238671911	567858279
CGI_10009816	307069749	392837027	181832405	518036100
CGI_10012078	298013444	448217312	355980647	296890933
CGI_10008434	4282	758433944	170029578	470575488
CGI_10010919	152399519	448423058	413220472	377706968
CGI_10006585	142673097	465650269	286027819	496246416
CGI_10014835	430734117	215160416	443101996	296023936
CGI_10028470	71702216	628668720	223290609	459757239
CGI_10019894	214766002	440048286	321500473	402525920
CGI_10003818	147083551	555277058	306862927	369374821
CGI_10008454	223231316	588033103	264168881	301463206
CGI_10009327	107459709	511966252	155524263	601072500
CGI_10017742	189957933	463888942	305750649	414878515
CGI_10023778	82666220	673669647	227346998	388096731
CGI_10027263	168008031	448727411	383742831	370504435
CGI_10003174	72965651	457109680	287382652	552354138
CGI_10013222	145205379	498746910	263556702	459929244
CGI_10026894	58964045	564540496	172216532	570725567
CGI_10015898	371473664	321601647	345017670	328285968
CGI_10007259	115060747	613684644	231695614	405300049
CGI_10004477	180583737	423124665	344904741	409372229
CGI_10013230	92017616	275073988	319181755	671474731
CGI_10028819	94989	830436625	340918	524572634
CGI_10020236	384175315	399481061	236526320	331452474
CGI_10025315	263998728	309201834	398212498	379631085
CGI_10001658	97161265	504551338	271453798	474219691
CGI_10023148	179110005	382825796	198871282	583143878
CGI_10021237	197001410	392631685	389390605	360515568
CGI_10009495	86281795	469571825	255708153	524744411
CGI_10003913	227321230	394044365	313164020	400649965
CGI_10007237	227321230	394044365	313164020	400649965
CGI_10003299	104847802	712450244	78433443	439108746
CGI_10005428	159804603	407756077	403575951	362820149
CGI_10024288	68206673	597858910	222328205	443987813
CGI_10015124	177704446	414564087	360552227	378244544
CGI_10022743	242223914	312459360	430380859	344396464
CGI_10013259	288955142	430888992	261686441	346758313
CGI_10016964	104573105	450424665	186412427	586402187
CGI_10005424	101888373	374225626	328771640	521104503
CGI_10007560	172286562	476031177	226343540	449899901
CGI_10008893	217373326	753799	351915607	754435124
CGI_10008695	24173373	547137704	328933983	420897674
CGI_10016097	290005511	446733365	321145744	256072749
CGI_10018115	234532359	427174065	265856910	385512629
CGI_10003157	20690241	513988076	125684699	651914911
CGI_10018951	119483542	429424943	347045635	416148874
CGI_10025364	107192517	589995497	196343382	411849278
CGI_10021125	148937867	478939176	173270931	502137315
CGI_10025596	126047351	168342423	375859727	631628818
CGI_10016946	275788300	29735312	366052876	627911473
CGI_10027380	66648340	473496893	211469562	545116970
CGI_10012758	113784860	555317585	92565706	533880102
CGI_10018548	229529201	354159416	358698795	350589780
CGI_10025762	287255270	368068881	286852085	350771777
CGI_10023886	89800971	481820176	277014778	438430780
CGI_10021514	155559008	415988834	287386216	424126006
CGI_10003541	153423355	462467257	244573662	420679201
CGI_10006353	130347382	303667122	323080539	520448950
CGI_10026140	185965035	433781893	255197185	399223251
CGI_10014579	213190751	454847985	355857398	249238771
CGI_10023360	131073185	351200306	363109983	422787021
CGI_10014742	136671361	477448633	240893356	410731479
CGI_10002799	258921719	385262835	220149233	400559993
CGI_10012066	151207718	491739244	309763874	311007968
CGI_10000235	114999920	465879501	259971255	421784675
CGI_10024853	123346130	311208977	174465246	650397053
CGI_10008866	114728411	451150919	210107525	474745020
CGI_10010911	47069165	488974827	263055850	449818206
CGI_10003535	203099052	368385543	229152121	442885113
CGI_10009216	203099052	368385543	229152121	442885113
CGI_10015396	143016067	418074393	263476987	415704884
CGI_10028223	204305808	469836401	144604430	418928431
CGI_10026011	144252239	601209650	232083427	255726980
CGI_10021366	164186568	392734454	322152614	349254342
CGI_10005358	109825050	437146599	208676490	472018948
CGI_10020990	143172162	415365422	287778052	380231348
CGI_10006977	189912239	426512985	187506857	421494483
CGI_10014532	283857464	326984913	360545111	252161304
CGI_10023721	180500158	274258142	227034651	541334002
CGI_10017702	147156023	442771916	257653036	375135941
CGI_10015552	89624133	537023383	103136384	490901355
CGI_10024996	141272478	422071728	163167830	492480548
CGI_10023573	268736229	263809932	352648922	333012360
CGI_10007640	349131342	340579020	226055180	297845857
CGI_10028154	205720688	419936768	153657432	431138486
CGI_10027080	165266175	426632050	359444302	257765690
CGI_10004461	11488194	492125826	189716507	514760603
CGI_10026982	11488194	492125826	189716507	514760603
CGI_10016417	58870925	494645316	264928952	386262498
CGI_10020924	178619407	332237082	178915689	509447532
CGI_10011558	417496233	231201872	277942639	271424751
CGI_10011866	759041	439137430	322876865	430033833
CGI_10023422	230786930	389199892	313583414	258140472
CGI_10011708	120596193	367219793	184552948	509718423
CGI_10005672	194468665	411144320	249143958	325212942
CGI_10004459	204203992	423270828	286741944	263749030
CGI_10022452	151632542	558137048	212803929	253843405
CGI_10023658	108166836	467457871	276236559	320756690
CGI_10023113	219077558	235340254	459163859	255704865
CGI_10016498	194465258	294317593	338804577	341546485
CGI_10003625	115780516	545823191	204110591	303034615
CGI_10015203	54408636	423968731	212992900	470846017
CGI_10019268	127491751	396162579	271971494	366097937
CGI_10000733	258167905	283812455	370229680	247410599
CGI_10009644	142642258	361471697	299769139	354774517
CGI_10028016	116552024	378716743	254503474	404494150
CGI_10025662	203659064	368397289	170042915	410676560
CGI_10007561	150225395	385451340	241027814	375023581
CGI_10005722	158958753	410416566	196780757	384747181
CGI_10010906	66741412	456904831	143773005	483455896
CGI_10000691	150549381	299451972	307493220	391157807
CGI_10006302	150549381	299451972	307493220	391157807
CGI_10014372	350466359	304089026	291119238	202860451
CGI_10013441	183903805	465941758	174981736	323402576
CGI_10008941	160344678	380729595	239184178	367653164
CGI_10001846	252670895	323808454	301808351	268745397
CGI_10010868	252670895	323808454	301808351	268745397
CGI_10027277	1143008000	230637	41086	194317
CGI_10027652	84547110	284982027	410426090	363073516
CGI_10013575	67882160	418437309	228473325	427795927
CGI_10025004	98497	566914769	573891911	143209
CGI_10021248	100545291	204364396	334339465	499784820
CGI_10024386	132065234	349964551	284658329	368423305
CGI_10016539	205360123	340456718	310120084	275325054
CGI_10020479	138034316	427445265	179023091	386640879
CGI_10013485	243821922	398559982	209190535	278751666
CGI_10020112	205925991	310876167	298013254	312911723
CGI_10024851	32232231	549425722	105314385	435594178
CGI_10026173	4533088	1116133111	31994	20046
CGI_10019640	105229502	374860103	179778208	456774103
CGI_10027195	197950721	472765519	157173579	286455535
CGI_10011109	49996886	469559002	183543109	411106059
CGI_10018259	125537541	291997956	267660050	427898674
CGI_10023150	94126782	412608887	204290751	399474388
CGI_10003477	161289428	366203008	225721757	356851018
CGI_10013089	241034821	260495489	304797419	301991997
CGI_10016312	142739360	427390888	234325552	301601144
CGI_10002341	248024211	274858725	321647345	260329196
CGI_10013833	121974731	351946093	232028701	398154246
CGI_10014541	212465719	355442558	248010149	286808842
CGI_10025827	80541976	405697477	216441891	399861783
CGI_10020805	429011388	241414574	299675485	129829612
CGI_10010628	10230	607497010	6782031	483353509
CGI_10019677	300481965	226931309	299255830	269952194
CGI_10002034	24369404	421803233	153973083	487835591
CGI_10008836	115934446	337007025	292957017	341727253
CGI_10016752	200246614	341697838	220914882	320375286
CGI_10017018	131007254	321876277	259340307	370812287
CGI_10026214	33802905	594259323	59046076	392854016
CGI_10022438	50452495	397961440	77117469	547959184
CGI_10021567	167385939	345753589	216501023	342475273
CGI_10025772	116413152	427850719	211049815	312746337
CGI_10015274	109435531	149188434	340326904	468621770
CGI_10002010	35490571	458444845	118565765	453164951
CGI_10012331	55872824	191057844	270378450	547187319
CGI_10001325	96040589	226268623	252109404	489826705
CGI_10019736	46191050	463609733	138763800	415314704
CGI_10010546	209395635	294872811	197057077	358643352
CGI_10025030	122286067	371234285	177444702	388829220
CGI_10028015	116475535	326783387	209094979	403977706
CGI_10010490	143979959	348458080	198073897	364614274
CGI_10014623	682739017	84906296	147210025	132294655
CGI_10020389	134065377	339382568	228356593	344868918
CGI_10023367	16452403	362410873	228582957	439101127
CGI_10026431	82438654	368630660	321372322	273331657
CGI_10007355	191498492	322647043	177546477	349695583
CGI_10009015	140513238	363223396	258013417	278986451
CGI_10022003	7548128	286562446	177959136	568415680
CGI_10022815	89854350	330394387	249405334	370433119
CGI_10011069	44103511	408799388	189862470	394633818
CGI_10006821	197577745	436476634	162081669	239579760
CGI_10027635	203978225	215368948	379798535	236412989
CGI_10001793	101548296	130141705	286046966	511573115
CGI_10023785	157269743	323664347	257392201	290419744
CGI_10010558	84171636	177025015	149283677	613010345
CGI_10021866	69271601	345346483	213434175	394678757
CGI_10022994	74180351	390754041	153976508	396994121
CGI_10024681	169268894	270514968	255433719	320551213
CGI_10013691	117606229	398618744	234682259	264399981
CGI_10009836	141159283	293947788	241741776	337509984
CGI_10013011	41704963	542039213	52916083	376770345
CGI_10025236	381041929	172932143	299185895	155939711
CGI_10006021	169595643	333018767	180669772	325556729
CGI_10018566	69729345	271612759	236303675	430940536
CGI_10013642	103427462	394530043	233947517	274921914
CGI_10010178	97728830	274042630	187920756	445949212
CGI_10021270	124671237	362825058	202923727	314624618
CGI_10018575	299934486	224685589	186588447	292819997
CGI_10016837	200777901	285304387	278342119	237666510
CGI_10027733	715440713	8678020	274179603	43810
CGI_10008020	913880754	12204	21058	81899858
CGI_10024581	83946497	441979040	103710225	365077947
CGI_10026549	141129964	301168104	158660530	391233074
CGI_10004513	202520010	267753707	261205551	258604717
CGI_10018461	101514496	152973840	270661089	464121603
CGI_10010897	159550469	306942875	203261616	318869203
CGI_10018924	164249943	257549450	233767835	331046615
CGI_10004156	109383627	199194801	210340510	467690376
CGI_10023908	146086640	318394108	256524220	261807213
CGI_10015700	295160632	191008905	169268180	326987848
CGI_10025227	461964	350081584	126155077	504511578
CGI_10015504	76038485	417713701	279744054	203689749
CGI_10021980	57241062	381466787	87750951	450590607
CGI_10028252	62046230	298259272	382897192	233041115
CGI_10005749	12746	598054730	276706537	99596440
CGI_10010890	49947981	305148193	149979003	467696031
CGI_10028519	30418043	334542468	183231352	422970494
CGI_10022739	232129565	244448839	175488032	319060499
CGI_10023297	241039770	252859413	261399602	215234091
CGI_10018487	93412508	379349545	184166071	313293483
CGI_10010064	625188397	116215409	41668915	186140639
CGI_10008606	130163377	286311092	194359173	357627952
CGI_10026821	110512959	387332528	253857318	215473987
CGI_10008786	169482155	239407827	279767646	276705434
CGI_10023358	148260069	270115329	274519475	271135942
CGI_10016630	87066812	319313617	242615957	313522788
CGI_10013932	96867016	275148337	222088613	366088434
CGI_10002617	131641755	360188753	105398749	361161551
CGI_10002587	15193735	493799999	23770054	424515808
CGI_10003864	15193735	493799999	23770054	424515808
CGI_10026912	13351	520089232	31880	436752064
CGI_10026923	110571093	288412427	131297355	426265797
CGI_10019787	119360711	286718975	387775463	161308473
CGI_10022462	29752832	455452538	91361089	377644740
CGI_10026987	123155259	218686732	216782435	393747856
CGI_10010255	45917994	338457501	56355309	511295185
CGI_10019046	156995029	268691568	247650342	275966763
CGI_10010474	230069811	95798197	250518110	372315396
CGI_10019893	230069811	95798197	250518110	372315396
CGI_10022824	101124417	334253188	191089871	319942293
CGI_10017019	73606959	483707920	97148571	291669889
CGI_10022813	145981607	299533789	235698002	263337392
CGI_10024463	91903251	324207957	210194073	318051246
CGI_10006535	129971901	437423488	247936743	123495340
CGI_10009415	175511492	304075910	225302887	233783306
CGI_10020307	175511492	304075910	225302887	233783306
CGI_10023346	76578364	355734082	139597297	366741254
CGI_10017917	102139369	367177742	236032659	231956272
CGI_10012117	226217429	228800056	247686562	234572598
CGI_10006574	131716291	266246724	183181517	353089782
CGI_10020488	131716291	266246724	183181517	353089782
CGI_10021010	304777860	49957561	331106062	242372865
CGI_10017980	284119723	336033929	45176805	260462684
CGI_10018595	158100266	213773881	262181870	289107762
CGI_10020559	68097847	438020344	91740312	324752583
CGI_10025025	179471982	255941300	204973681	279893386
CGI_10010165	150792831	287783677	191951312	283383671
CGI_10021262	113565274	281561893	228429800	286826741
CGI_10020544	21654988	439574528	150962498	295119106
CGI_10018517	70364927	274995076	353393798	205383765
CGI_10000954	157614982	233457867	198985790	311568948
CGI_10027230	341366	561265999	674384	335869564
CGI_10017455	120572711	277645135	143548022	356321893
CGI_10016020	140179594	232998373	237567643	285869658
CGI_10028894	289099061	244904326	144532099	217910461
CGI_10012025	185287181	304524415	164829758	240736828
CGI_10024321	91707134	266998324	161463391	374651040
CGI_10000052	250238527	382351821	124736069	137041626
CGI_10012490	250238527	382351821	124736069	137041626
CGI_10022190	116360387	285808799	260901403	230255129
CGI_10004867	793034496	791003	98825728	671729
CGI_10027825	94699683	266701656	312120640	218037610
CGI_10004013	150978642	256067672	224384129	256329990
CGI_10004181	82981228	320551943	249960205	231364517
CGI_10009222	104278751	261514647	192721468	324554093
CGI_10019126	10900773	363943960	147650202	359939411
CGI_10006511	135699368	299685944	205261148	239797347
CGI_10023081	29336172	437296827	53669331	357937483
CGI_10013849	106067269	310856565	160779493	298498649
CGI_10016569	5559	360065925	205558856	309246756
CGI_10026576	23281479	379499581	135388102	334663190
CGI_10000935	166049690	236731648	266745504	202960595
CGI_10012061	166049690	236731648	266745504	202960595
